Nikita,499351346,/hi
Nikita,499351346,/time
Nikita,499351346,/help
Nikita,499351346,/hi
Nikita,499351346,/help
Nikita,499351346,/hi
Nikita,499351346,/time
Nikita,499351346,/help
Nikita,499351346,/help
Nikita,499351346,/hi
Nikita,499351346,/sum
Nikita,499351346,/sum 5 5
Nikita,499351346,/sum
Nikita,499351346,/sum 5 3
Nikita,499351346,/sum 5 2
Nikita,499351346,/calc 4+3
Nikita,499351346,/help
Nikita,499351346,/calc
Nikita,499351346,/calc 5+5*2
Nikita,499351346,/calc 5+5*2
Nikita,499351346,/help
Nikita,499351346,/sum 5+5
Nikita,499351346,/calc 5+5
Nikita,499351346,/sum 5 5
Nikita,499351346,/calc 5+5
Nikita,499351346,/calc 5+5
Nikita,499351346,/help
Nikita,499351346,/sum
Nikita,499351346,/calc 5+5
Nikita,499351346,/calc 5+5
Nikita,499351346,/calc 5+5
Nikita,499351346,/calc 5+5*2
Nikita,499351346,/calc 5+5*2
Nikita,499351346,/help
Nikita,499351346,/time
Nikita,499351346,/help
